Gender,Major,Program,GPA
Male,Btech,CSE,7.59
Male,Btech,CSE,8.31
Male,PHD,CHD,7.4
Female,Btech,CSE,5.92
Female,Btech,ECE,5.07
Female,MS,ECE,8.21
Female,Btech,CHD,7.39
Other,MS,CSE,8.63
Female,PHD,CND,8.08
Male,MS,CSE,7.88
Male,MS,ECE,8.51
Male,PHD,CHD,8.5
Male,PHD,ECE,8.33
Male,Btech,ECE,7.26
Male,MS,CHD,7.33
Male,Btech,ECE,5.81
Female,MS,ECE,8.57
Male,MS,CHD,9.07
Male,Btech,ECE,9.12
Male,Btech,ECE,7.13
Other,Btech,CND,7.38
Male,Btech,CSE,5.87
Male,Btech,ECE,8.11
Male,Btech,ECE,7.76
Female,Btech,CSE,6.01
Male,MS,ECE,7.2
Male,Btech,CSE,5.06
Female,PHD,CND,8.29
Female,Btech,ECE,7.19
Male,Btech,ECE,7.15
Male,Btech,CSE,5.02
Male,Btech,CSE,6.22
Male,PHD,CSE,8.61
Male,Btech,CSE,4.77
Male,Btech,CSE,8.28
Female,MS,CSE,6.78
Other,MS,CHD,8.54
Male,Btech,ECE,6.64
Male,Btech,CHD,9.32
Male,Btech,CSE,7.52
Male,Btech,ECE,6.2
Male,Btech,ECE,4.79
Male,MS,CHD,7.0
Male,Btech,CSE,6.56
Male,PHD,ECE,8.77
Male,MS,CND,8.22
Male,PHD,ECE,8.72
Male,Btech,CSE,8.39
Female,Btech,ECE,6.57
Other,Btech,CSE,6.6
Female,MS,CSE,7.9
Male,Btech,CSE,7.9
Male,Btech,CSE,8.0
Female,Btech,CSE,9.58
Male,Btech,CSE,7.59
Male,MS,CHD,7.81
Female,Btech,CSE,5.66
Male,MS,ECE,6.6
Male,Btech,CSE,7.42
Male,Btech,CSE,7.26
Male,Btech,CSE,5.97
Male,Btech,ECE,8.01
Male,Btech,CSE,6.99
Female,Btech,ECE,8.42
Female,Btech,ECE,8.0
Male,MS,CSE,9.04
Female,PHD,ECE,7.82
Male,MS,ECE,7.95
Other,MS,CSE,8.37
Other,Btech,ECE,6.97
Female,Btech,CSE,7.53
Female,Btech,ECE,7.67
Male,Btech,CND,8.86
Female,Btech,CSE,6.74
Male,Btech,CND,7.53
Male,Btech,CSE,5.69
Male,MS,CSE,8.03
Female,MS,ECE,7.37
Male,Btech,CHD,6.4
Female,MS,ECE,8.77
Female,Btech,CSE,7.98
Male,Btech,ECE,6.88
Female,Btech,CSE,7.39
Male,PHD,ECE,8.13
Female,Btech,ECE,6.26
Male,Btech,ECE,8.5
Male,Btech,ECE,7.06
Male,Btech,ECE,4.78
Female,MS,CHD,7.67
Female,PHD,CND,8.41
Male,PHD,CSE,7.5
Female,Btech,ECE,7.22
Male,MS,CND,7.71
Male,MS,ECE,8.49
Female,Btech,CHD,9.11
Male,Btech,CHD,6.37
Female,MS,CND,7.67
Male,MS,ECE,7.88
Male,Btech,ECE,5.15
Female,Btech,CSE,7.64
Male,Btech,CHD,6.34
Male,Btech,CND,7.32
Female,Btech,CHD,6.66
Male,MS,CND,9.42
Male,Btech,ECE,6.7
Female,MS,ECE,6.55
Male,MS,CND,7.63
Female,MS,CSE,8.86
Male,Btech,ECE,6.45
Male,Btech,CHD,5.43
Female,MS,ECE,8.52
Male,Btech,ECE,6.57
Male,Btech,ECE,5.75
Female,Btech,CHD,7.01
Male,Btech,ECE,9.17
Female,PHD,CND,8.42
Male,Btech,CSE,6.94
Male,Btech,CSE,7.43
Male,Btech,CND,7.33
Female,Btech,CSE,6.83
Male,Btech,ECE,5.77
Male,PHD,CHD,8.35
Male,Btech,CSE,7.99
Female,Btech,CSE,6.83
Male,Btech,CSE,7.36
Female,MS,ECE,8.42
Female,Btech,ECE,6.91
Female,Btech,ECE,6.06
Female,MS,CHD,7.95
Female,Btech,CSE,7.01
Male,Btech,ECE,4.76
Male,Btech,CHD,7.68
Female,MS,CHD,7.7
Male,Btech,ECE,6.83
Male,Btech,ECE,6.82
Male,Btech,ECE,6.9
Female,Btech,ECE,7.14
Other,PHD,CSE,9.5
Female,PHD,CHD,8.28
Male,Btech,CSE,8.17
Female,PHD,ECE,8.22
Female,Btech,ECE,7.95
Male,PHD,CND,8.29
Male,Btech,CND,5.57
Male,Btech,CSE,7.49
Male,PHD,CND,9.28
Male,Btech,CSE,7.32
Female,Btech,CSE,5.92
Male,Btech,CHD,7.4
Male,Btech,CSE,7.54
Female,Btech,CSE,7.47
Female,Btech,CSE,6.85
Female,MS,ECE,7.41
Male,MS,CND,9.04
Male,Btech,ECE,6.6
Male,MS,CSE,8.29
Male,Btech,ECE,8.31
Female,PHD,CND,7.98
Male,MS,CHD,8.04
Male,MS,CHD,7.61
Male,Btech,ECE,6.64
Female,Btech,CSE,8.2
Male,MS,CHD,7.31
Male,Btech,CSE,6.67
Male,MS,CND,7.1
Male,PHD,ECE,8.22
Male,Btech,ECE,6.09
Male,Btech,CSE,7.01
Female,Btech,ECE,4.49
Male,Btech,CHD,7.79
Male,MS,CND,7.69
Male,Btech,CSE,7.75
Male,MS,ECE,8.55
Female,Btech,CHD,7.62
Female,Btech,CND,8.1
Female,Btech,ECE,6.98
Male,Btech,CSE,7.81
Male,MS,ECE,9.17
Female,Btech,CND,6.58
Male,Btech,ECE,6.15
Male,Btech,CSE,6.54
Male,Btech,CHD,8.15
Male,Btech,ECE,6.73
Male,Btech,ECE,5.63
Male,Btech,CND,6.61
Male,Btech,ECE,6.21
Male,MS,CND,8.27
Male,Btech,CHD,7.04
Female,Btech,CSE,5.86
Male,Btech,CSE,7.26
Male,Btech,CSE,5.74
Female,Btech,CSE,5.8
Male,MS,ECE,8.69
Male,Btech,CSE,5.25
Female,Btech,CSE,9.32
Female,Btech,ECE,8.13
Male,Btech,CSE,8.3
Male,MS,CSE,7.84
Female,Btech,CHD,6.26
Male,PHD,CHD,7.91
Male,Btech,CSE,6.56
Male,MS,CHD,8.03
Male,MS,ECE,7.56
Female,Btech,CSE,4.83
Male,Btech,CND,8.21
Male,MS,CHD,8.41
Male,Btech,CND,6.18
Male,MS,CHD,7.78
Male,Btech,CHD,8.62
Male,Btech,CSE,5.83
Male,Btech,CHD,8.48
Male,Btech,CHD,5.0
Female,Btech,CND,5.06
Male,Btech,CSE,6.38
Female,MS,CSE,8.31
Male,PHD,CHD,8.36
Female,Btech,CHD,6.89
Male,Btech,CSE,9.0
Other,Btech,ECE,7.07
Female,Btech,CSE,7.75
Female,Btech,ECE,4.7
Male,Btech,ECE,7.26
Male,Btech,CND,4.68
Male,Btech,CSE,6.7
Male,Btech,ECE,6.34
Male,Btech,ECE,5.91
Female,Btech,CSE,7.92
Male,Btech,CSE,6.07
Female,Btech,CSE,7.34
Male,Btech,CSE,7.01
Female,Btech,CSE,6.8
Male,Btech,ECE,7.58
Male,Btech,CHD,6.31
Male,Btech,ECE,6.83
Male,Btech,CND,8.55
Female,Btech,ECE,6.08
Male,Btech,ECE,7.55
Male,MS,ECE,8.34
Male,Btech,CSE,6.8
Male,MS,CSE,8.39
Male,Btech,CSE,6.95
Male,Btech,CSE,5.12
Male,Btech,CSE,7.07
Male,MS,ECE,6.84
Male,PHD,ECE,7.76
Female,MS,CND,7.38
Male,Btech,ECE,7.19
Male,Btech,ECE,8.18
Male,Btech,ECE,7.06
Male,Btech,CND,5.78
Female,Btech,CHD,7.6
Male,Btech,ECE,5.82
Male,Btech,CSE,7.45
Male,Btech,ECE,7.78
Male,Btech,CND,6.24
Male,Btech,ECE,6.06
Male,Btech,CND,7.03
Male,Btech,CHD,4.75
Other,Btech,ECE,7.88
Male,Btech,ECE,7.36
Female,MS,CSE,7.75
Male,Btech,CSE,7.64
Female,Btech,ECE,7.43
Female,MS,CHD,7.45
Male,MS,CND,8.04
Male,Btech,ECE,6.12
Male,PHD,ECE,8.72
Male,Btech,ECE,7.32
Female,Btech,CHD,7.8
Male,PHD,CHD,9.22
Male,Btech,ECE,8.57
Male,Btech,ECE,5.21
Male,Btech,CSE,7.68
Female,MS,CSE,7.73
Male,Btech,CSE,6.02
Male,Btech,ECE,6.12
Male,MS,CND,8.96
Male,Btech,ECE,5.41
Female,Btech,CSE,8.44
Female,Btech,ECE,7.34
Female,Btech,ECE,5.4
Male,MS,ECE,8.13
Other,Btech,CHD,8.23
Male,Btech,CSE,6.12
Male,MS,ECE,8.07
Male,Btech,CSE,6.26
Female,Btech,CSE,6.56
Male,PHD,CHD,8.25
Male,Btech,CHD,7.83
Female,PHD,ECE,8.07
Female,Btech,ECE,8.51
Male,MS,ECE,7.65
Male,MS,ECE,7.64
Male,Btech,CHD,6.98
Male,Btech,CSE,6.47
Female,Btech,CSE,6.14
Other,PHD,CSE,7.51
Other,Btech,CND,5.72
Female,Btech,CSE,7.0
Female,Btech,ECE,5.53
Female,MS,CSE,7.48
Male,Btech,CSE,6.69
Male,Btech,ECE,5.82
Female,Btech,CND,7.35
Female,Btech,ECE,6.33
Male,Btech,ECE,5.82
Female,MS,CSE,7.87
Male,MS,ECE,8.3
Male,Btech,CSE,5.86
Female,Btech,CSE,8.64
Male,Btech,CSE,8.53
Female,Btech,CND,5.7
Male,PHD,CND,7.45
Male,Btech,ECE,5.87
Male,Btech,CND,7.55
Female,Btech,CHD,6.58
Female,PHD,CHD,7.83
Female,PHD,CHD,8.2
Male,Btech,CHD,7.94
Male,Btech,ECE,7.63
Female,Btech,CSE,6.28
Female,Btech,CSE,5.81
Male,MS,ECE,8.72
Male,Btech,ECE,6.84
Female,Btech,ECE,5.86
Male,Btech,ECE,4.3
Female,Btech,CSE,7.18
Female,Btech,CSE,5.97
Male,PHD,CND,8.9
Male,Btech,CSE,6.71
Male,Btech,CND,6.16
Male,Btech,ECE,7.84
Female,MS,CND,9.14
Male,Btech,CSE,7.65
Male,MS,CND,8.59
Male,Btech,ECE,5.62
Male,MS,CSE,7.78
Male,Btech,CSE,8.84
Male,Btech,CHD,5.42
Male,Btech,ECE,6.83
Other,MS,CND,7.87
Male,Btech,CSE,8.43
Female,Btech,ECE,7.53
Male,Btech,ECE,6.44
Male,Btech,ECE,6.76
Male,Btech,ECE,6.33
Male,Btech,CSE,6.68
Male,Btech,CSE,6.44
Female,Btech,CSE,6.89
Male,PHD,ECE,7.82
Female,Btech,ECE,7.99
Male,Btech,CSE,6.12
Male,Btech,CHD,6.79
Male,PHD,CND,8.03
Male,Btech,CSE,6.62
Male,Btech,ECE,5.82
Male,Btech,ECE,5.57
Male,Btech,CHD,6.05
Male,MS,CSE,7.93
Female,Btech,CSE,7.17
Female,Btech,CSE,8.23
Male,Btech,CHD,6.82
Male,Btech,CSE,6.25
Other,Btech,CND,6.07
Male,Btech,CHD,6.66
Male,Btech,ECE,5.94
Female,Btech,CSE,7.66
Male,Btech,CHD,7.41
Male,Btech,ECE,7.74
Female,Btech,CND,5.54
Male,Btech,CHD,5.89
Male,MS,ECE,7.85
Male,MS,CSE,7.12
Male,Btech,ECE,7.83
Female,Btech,CND,8.54
Female,Btech,CSE,6.89
Female,MS,CND,8.08
Female,PHD,CND,8.12
Female,MS,CSE,9.38
Female,Btech,ECE,7.53
Male,PHD,CSE,8.15
Male,Btech,CSE,6.21
Female,Btech,CSE,7.3
Male,Btech,CHD,9.1
Male,Btech,ECE,5.75
Other,Btech,CSE,5.19
Female,Btech,CHD,5.54
Male,Btech,ECE,7.92
Male,Btech,CHD,7.16
Male,Btech,CSE,6.26
Female,Btech,CSE,5.2
Male,Btech,ECE,5.81
Female,MS,ECE,8.43
Male,Btech,CSE,7.75
Male,MS,CSE,7.64
Male,PHD,ECE,7.82
Female,Btech,CND,6.91
Male,Btech,ECE,7.08
Male,MS,CND,7.03
Female,MS,ECE,7.84
Female,PHD,CSE,8.76
Female,Btech,CSE,7.41
Male,Btech,ECE,6.04
Male,Btech,CSE,6.55
Male,Btech,CND,5.89
Male,MS,CHD,9.06
Male,Btech,CSE,6.52
Male,Btech,ECE,7.28
Female,MS,CHD,8.47
Male,Btech,ECE,5.72
Male,PHD,CSE,8.32
Male,Btech,ECE,6.45
Male,MS,CSE,8.7
Male,Btech,ECE,6.21
Male,Btech,CSE,7.37
Male,Btech,ECE,7.64
Male,Btech,ECE,8.54
Male,Btech,ECE,6.09
Female,Btech,ECE,9.43
Male,Btech,ECE,5.54
Male,Btech,CSE,7.58
Male,Btech,ECE,6.39
Male,MS,ECE,7.89
Female,Btech,CSE,7.55
Male,Btech,CND,7.46
Male,Btech,ECE,6.78
Male,MS,CSE,7.58
Male,Btech,ECE,6.82
Male,Btech,CHD,7.28
Male,Btech,ECE,7.03
Male,Btech,ECE,6.5
Male,MS,ECE,7.09
Female,MS,CND,7.45
Male,Btech,CSE,8.05
Female,Btech,CSE,7.68
Male,MS,CND,7.59
Male,Btech,CHD,8.06
Male,MS,CHD,9.15
Female,Btech,CHD,8.36
Male,Btech,CSE,6.96
Male,Btech,ECE,6.02
Male,Btech,CSE,6.29
Female,Btech,ECE,7.2
Male,MS,ECE,8.81
Male,Btech,CSE,7.31
Female,PHD,CSE,9.05
Female,Btech,ECE,5.82
Female,Btech,CSE,8.68
Male,MS,CSE,8.78
Female,Btech,ECE,6.59
Male,Btech,CND,6.69
Female,MS,ECE,7.57
Male,Btech,ECE,8.07
Female,Btech,CSE,6.26
Female,Btech,ECE,5.89
Male,Btech,ECE,7.0
Male,Btech,CND,8.79
Male,Btech,CND,7.97
Male,Btech,ECE,6.72
Female,Btech,CSE,8.28
Female,Btech,CSE,6.51
Male,Btech,ECE,6.98
Female,PHD,ECE,8.0
Male,Btech,CHD,6.22
Male,Btech,CSE,6.65
Female,MS,CSE,8.22
Male,MS,CSE,6.31
Male,Btech,CSE,7.67
Male,Btech,CSE,7.11
Male,MS,ECE,8.9
Male,Btech,ECE,7.14
Male,Btech,CSE,7.58
Female,Btech,CSE,8.35
Male,Btech,CSE,7.24
Male,Btech,CND,5.84
Male,Btech,ECE,4.54
Male,Btech,ECE,8.06
Male,MS,CSE,8.89
Male,Btech,ECE,7.66
Male,Btech,CSE,7.33
Female,Btech,CHD,6.52
Other,Btech,CSE,8.37
Female,PHD,ECE,8.2
Male,Btech,CSE,6.3
Male,Btech,CSE,4.89
Male,Btech,CSE,4.96
Male,Btech,CSE,6.21
Female,MS,ECE,8.56
Male,Btech,CHD,6.11
Female,Btech,ECE,7.06
Male,Btech,CND,7.85
Male,Btech,CND,7.57
Female,Btech,ECE,7.44
Female,Btech,ECE,7.59
Male,Btech,ECE,5.77
Male,Btech,CSE,5.87
Male,Btech,ECE,7.83
Male,Btech,ECE,7.57
Female,PHD,ECE,8.05
Female,PHD,CSE,8.05
Male,Btech,CSE,7.31
Female,MS,ECE,8.24
Male,Btech,CSE,7.0
Male,MS,CSE,9.01
Female,Btech,ECE,6.11
Other,Btech,CSE,7.26
Female,MS,CHD,9.16
Male,MS,CND,7.4
Male,MS,CND,8.1
Male,Btech,CSE,5.13
Male,MS,CSE,7.82
Male,Btech,ECE,6.36
Female,Btech,ECE,6.65
Male,PHD,ECE,7.64
Male,Btech,ECE,8.34
Male,MS,ECE,8.8
Female,Btech,CND,6.86
Female,MS,CND,7.4
Male,Btech,ECE,5.81
Male,Btech,CND,8.2
Male,Btech,CSE,7.51
Male,Btech,ECE,9.88
Male,PHD,CSE,7.88
Female,Btech,ECE,5.53
Male,MS,CND,8.33
Male,Btech,ECE,7.15
Male,MS,CND,7.6
Male,Btech,CSE,5.52
Male,Btech,ECE,8.6
Male,Btech,CSE,7.2
Female,Btech,CSE,8.0
Female,MS,CSE,8.17
Male,Btech,CSE,9.11
Male,Btech,CSE,7.81
Male,Btech,CSE,5.3
Male,MS,ECE,9.04
Male,PHD,ECE,8.16
Male,MS,ECE,7.92
Female,Btech,ECE,7.21
Male,Btech,CSE,7.42
Female,Btech,CSE,8.15
Female,Btech,ECE,6.15
Female,MS,CSE,7.74
Female,Btech,ECE,7.44
Male,PHD,CSE,8.19
Male,Btech,CSE,7.39
Male,Btech,CHD,7.67
Female,Btech,CSE,4.96
Other,Btech,CSE,7.65
Female,MS,ECE,6.69
Male,PHD,ECE,8.49
Male,Btech,ECE,5.92
Female,Btech,CSE,8.87
Female,MS,ECE,7.29
Male,Btech,CSE,6.86
Female,Btech,CSE,5.96
Female,Btech,ECE,6.8
Female,Btech,CSE,6.84
Male,Btech,ECE,6.56
Male,MS,ECE,8.08
Male,PHD,ECE,8.01
Male,Btech,CSE,7.33
Male,Btech,CHD,5.06
Male,PHD,CSE,8.32
Male,Btech,CND,5.67
Female,Btech,ECE,6.97
Male,Btech,CND,6.5
Male,Btech,CND,7.6
Female,Btech,CND,8.71
Male,Btech,CSE,6.65
Male,Btech,ECE,7.73
Male,MS,CSE,8.45
Female,Btech,CSE,7.51
Male,Btech,CSE,7.59
Male,MS,CSE,7.41
Male,Btech,CSE,6.63
Male,Btech,CSE,4.54
Male,Btech,ECE,5.66
Female,Btech,CSE,5.8
Other,Btech,CND,6.74
Female,PHD,ECE,8.38
Male,MS,CND,8.44
Male,MS,CSE,8.78
Male,Btech,ECE,6.71
Male,MS,CSE,7.84
Male,MS,CND,7.98
Male,PHD,CHD,7.42
Male,PHD,CHD,8.88
Male,Btech,ECE,8.05
Male,Btech,CSE,7.21
Female,PHD,CND,8.94
Male,MS,ECE,7.5
Male,Btech,CSE,7.05
Male,MS,CSE,7.88
Male,Btech,CSE,5.56
Female,PHD,ECE,8.46
Female,Btech,ECE,7.03
Female,Btech,ECE,7.32
Female,Btech,ECE,6.75
Male,Btech,CSE,8.65
Male,Btech,CSE,8.54
Female,Btech,CSE,6.91
Male,Btech,ECE,6.62
Female,Btech,CND,6.57
Male,MS,CHD,7.43
Female,Btech,CND,7.91
Female,Btech,CSE,6.86
Male,Btech,CSE,8.71
Male,PHD,CHD,8.83
Male,Btech,CSE,6.6
Female,Btech,CSE,7.72
Other,Btech,CSE,7.12
Male,Btech,CSE,7.29
Male,Btech,ECE,7.62
Male,Btech,CSE,6.34
Female,MS,CND,7.77
Female,MS,CSE,7.79
Male,Btech,ECE,6.76
Male,MS,CSE,7.06
Male,Btech,CHD,6.16
Male,Btech,ECE,5.74
Female,Btech,ECE,6.94
Male,PHD,ECE,8.01
Male,Btech,ECE,5.2
Male,Btech,ECE,7.63
Female,MS,CND,8.21
Female,Btech,ECE,7.01
Male,Btech,CSE,6.6
Male,PHD,CND,7.83
Male,Btech,ECE,7.07
Male,Btech,ECE,8.96
Female,Btech,CSE,6.55
Male,MS,ECE,8.7
Male,Btech,CSE,6.91
Female,Btech,ECE,8.26
Male,MS,CND,7.46
Female,Btech,CND,8.63
Male,MS,CND,9.32
Male,Btech,CND,7.27
Male,Btech,ECE,7.82
Male,PHD,CND,8.08
Male,Btech,CND,7.76
Male,Btech,ECE,7.07
Female,Btech,ECE,6.8
Female,Btech,ECE,6.56
Male,Btech,CSE,7.48
Male,MS,CSE,8.82
Male,MS,CHD,6.75
Male,Btech,CSE,8.48
Female,Btech,CND,7.77
Male,MS,CSE,9.36
Male,Btech,ECE,7.77
Male,Btech,CSE,7.82
Other,MS,CND,7.72
Female,Btech,CSE,6.55
Male,Btech,CND,8.12
Male,MS,CSE,7.2
Male,Btech,ECE,6.22
Male,Btech,CSE,8.45
Male,Btech,CSE,6.3
Male,Btech,ECE,7.02
Male,Btech,CSE,6.43
Male,MS,CND,8.32
Male,Btech,CSE,6.15
Male,MS,CND,9.33
Male,MS,CSE,7.41
Female,Btech,ECE,7.27
Male,Btech,ECE,7.52
Male,Btech,CSE,6.55
Male,MS,CND,6.3
Female,Btech,CHD,7.04
Male,MS,CSE,7.8
Male,Btech,ECE,6.45
Female,Btech,ECE,10.0
Male,Btech,CSE,7.35
Male,PHD,CHD,7.79
Male,Btech,ECE,6.49
Female,PHD,CHD,8.55
Female,MS,CSE,8.14
Male,Btech,ECE,6.26
Male,Btech,CND,7.22
Male,Btech,CSE,6.13
Male,MS,CND,8.22
Female,Btech,CSE,6.55
Male,Btech,CND,7.13
Female,Btech,CSE,6.74
Female,Btech,CSE,6.49
Male,Btech,CSE,6.99
Female,Btech,CHD,8.06
Female,MS,ECE,9.06
Male,Btech,CHD,6.79
Male,Btech,ECE,7.14
Male,Btech,ECE,6.67
Female,Btech,CHD,6.77
Male,Btech,CND,7.62
Male,MS,CND,7.46
Female,Btech,CSE,8.53
Male,Btech,ECE,8.08
Male,MS,ECE,8.56
Female,Btech,CHD,7.19
Male,MS,CHD,7.38
Male,PHD,CND,7.74
Male,Btech,ECE,6.03
Male,Btech,CSE,5.58
Female,Btech,ECE,5.82
Male,PHD,ECE,7.79
Female,Btech,ECE,6.6
Male,Btech,CSE,6.49
Male,Btech,CSE,7.3
Male,Btech,ECE,7.15
Male,Btech,CSE,6.58
Male,MS,CHD,7.11
Male,Btech,ECE,8.39
Female,Btech,CHD,8.04
Male,Btech,CND,7.35
Female,Btech,CSE,7.88
Male,PHD,CHD,8.34
Male,Btech,CSE,6.36
Male,MS,CSE,7.34
Male,MS,CND,8.24
Male,Btech,ECE,8.82
Female,MS,CSE,7.89
Male,Btech,CSE,5.99
Female,Btech,CSE,6.83
Female,Btech,CSE,7.17
Male,MS,CSE,5.63
Male,Btech,ECE,6.0
Male,Btech,CSE,6.49
Male,Btech,ECE,7.09
Male,Btech,CHD,8.62
Male,PHD,CHD,8.76
Male,PHD,ECE,8.89
Male,Btech,CSE,6.6
Male,MS,ECE,7.8
Female,PHD,ECE,8.54
Male,Btech,ECE,6.5
Female,PHD,CSE,8.12
Male,Btech,CSE,7.28
Male,Btech,ECE,7.4
Male,MS,ECE,8.66
Male,Btech,ECE,9.09
Female,Btech,CSE,7.91
Male,Btech,CHD,6.24
Female,Btech,CSE,6.68
Male,MS,ECE,8.18
Male,Btech,ECE,7.73
Female,Btech,CND,6.8
Male,PHD,ECE,8.13
Male,Btech,ECE,5.54
Female,Btech,ECE,7.0
Male,Btech,CSE,7.25
Male,Btech,ECE,7.04
Male,Btech,ECE,7.48
Female,PHD,CND,7.97
Female,Btech,ECE,5.25
Male,Btech,CHD,7.58
Male,Btech,ECE,7.7
Male,Btech,CSE,5.66
Male,Btech,CSE,7.76
Male,Btech,ECE,5.41
Female,Btech,CND,4.91
Female,Btech,ECE,6.92
Male,Btech,ECE,6.07
Female,MS,CND,6.86
Male,Btech,ECE,6.63
Female,Btech,CHD,6.22
Female,PHD,ECE,9.03
Male,Btech,CSE,5.48
Male,Btech,ECE,7.42
Female,Btech,CSE,8.13
Male,Btech,CSE,6.91
Other,Btech,ECE,6.27
Male,Btech,CHD,6.09
Male,PHD,CHD,8.18
Female,Btech,CSE,8.66
Male,Btech,CND,5.47
Male,Btech,CSE,7.43
Male,Btech,ECE,7.05
Female,PHD,CHD,8.43
Male,Btech,CSE,5.01
Male,Btech,CHD,5.57
Male,Btech,CHD,6.63
Female,Btech,CSE,4.6
Male,Btech,CSE,6.35
Male,Btech,CSE,5.58
Female,Btech,CSE,7.38
Male,Btech,CHD,6.23
Male,MS,CND,7.3
Male,Btech,CSE,6.46
Male,PHD,CSE,7.72
Male,MS,CHD,6.09
Male,Btech,ECE,8.42
Female,Btech,ECE,6.24
Female,Btech,CHD,7.3
Female,MS,CHD,6.11
Female,Btech,CSE,6.44
Male,Btech,ECE,6.88
Male,Btech,ECE,7.11
Male,MS,CND,7.98
Male,Btech,CHD,8.02
Female,Btech,CSE,7.97
Male,Btech,CSE,8.65
Male,Btech,ECE,7.27
Male,MS,CND,7.62
Male,Btech,CSE,6.89
Female,MS,CHD,6.91
Male,MS,CND,7.26
Male,Btech,ECE,5.35
Male,PHD,CHD,7.65
Male,Btech,CSE,7.24
Male,Btech,CHD,7.88
Female,PHD,CHD,8.29
Female,Btech,ECE,7.59
Male,Btech,CSE,7.18
Male,Btech,CSE,7.08
Male,Btech,CSE,5.74
Female,Btech,CSE,8.11
Male,Btech,CSE,6.59
Male,Btech,CSE,7.05
Male,Btech,ECE,7.8
Other,Btech,CSE,8.45
Male,Btech,ECE,5.24
Male,Btech,CSE,7.02
Male,Btech,ECE,8.29
Male,Btech,ECE,7.47
Male,Btech,CND,7.64
Male,Btech,ECE,6.92
Male,MS,ECE,9.35
Female,Btech,CHD,8.09
Other,Btech,ECE,5.64
Male,Btech,CND,6.98
Male,Btech,ECE,6.89
Male,Btech,CSE,6.18
Female,Btech,CSE,8.1
Male,Btech,CSE,6.85
Male,MS,ECE,7.85
Male,Btech,CHD,7.06
Female,Btech,CSE,6.14
Male,Btech,ECE,7.92
Female,Btech,CHD,6.37
Female,MS,CSE,7.14
Male,MS,ECE,7.81
Female,Btech,ECE,6.29
Female,Btech,CSE,6.74
Other,Btech,CSE,7.02
Male,Btech,CSE,5.28
Female,Btech,CSE,5.95
Male,Btech,CSE,8.27
Male,Btech,CND,6.12
Male,Btech,ECE,7.86
Male,PHD,CND,8.53
Male,Btech,CSE,8.17
Female,Btech,CHD,7.4
Female,Btech,CHD,6.44
Female,Btech,CSE,5.34
Male,Btech,CSE,7.29
Male,Btech,ECE,6.58
Male,Btech,CND,6.12
Male,Btech,CSE,6.68
Female,Btech,ECE,9.08
Female,Btech,CHD,6.55
Male,MS,CHD,7.81
Male,Btech,CND,5.92
Male,Btech,CSE,6.12
Female,Btech,CND,6.41
Male,MS,CHD,8.36
Male,Btech,CSE,6.55
Male,PHD,CHD,8.14
Female,MS,ECE,7.65
Male,Btech,CND,7.93
Male,Btech,ECE,5.32
Female,Btech,CND,5.43
Male,Btech,ECE,7.94
Male,PHD,ECE,8.49
Male,Btech,ECE,7.73
Male,Btech,ECE,7.09
Male,Btech,CSE,7.37
Male,Btech,ECE,5.83
Male,PHD,CHD,7.41
Female,Btech,CSE,6.5
Male,Btech,CHD,6.77
Female,MS,CHD,9.41
Male,Btech,ECE,6.54
Other,MS,CHD,8.47
Female,MS,ECE,7.59
Male,Btech,ECE,7.01
Male,Btech,CSE,7.23
Male,Btech,CSE,8.93
Male,Btech,ECE,6.26
Male,Btech,CSE,6.17
Female,Btech,CSE,7.45
Male,Btech,CHD,6.85
Male,Btech,CSE,6.53
Male,MS,CHD,8.82
Male,MS,ECE,8.59
Male,Btech,CHD,7.78
Female,Btech,CND,6.78
Male,Btech,CHD,5.37
Female,Btech,ECE,6.55
Male,Btech,CSE,6.44
Male,Btech,CND,6.74
Male,PHD,CSE,8.97
Male,Btech,CSE,6.47
Female,MS,CHD,8.34
Male,Btech,CND,6.76
Female,Btech,ECE,4.68
Male,MS,ECE,7.8
Male,Btech,CSE,6.69
Male,Btech,CND,7.47
Female,PHD,CND,9.19
Male,MS,ECE,9.48
Male,MS,CND,7.46
Female,Btech,CSE,7.77
Female,Btech,CSE,6.48
Female,Btech,ECE,8.58
Male,Btech,CND,7.57
Male,Btech,CHD,6.48
Female,MS,CSE,8.07
Female,Btech,CHD,6.99
Male,Btech,ECE,6.8
Female,Btech,ECE,8.35
Male,PHD,CSE,8.34
Female,Btech,ECE,5.15
Male,Btech,CHD,6.26
Male,Btech,CSE,7.89
Female,MS,ECE,7.47
Male,Btech,CSE,6.08
Male,Btech,ECE,5.62
Male,Btech,ECE,6.65
Male,MS,CHD,8.49
Female,Btech,CND,5.64
Female,Btech,ECE,6.76
Male,PHD,CHD,8.31
Male,PHD,ECE,8.0
Male,Btech,CSE,6.4
Female,Btech,CSE,7.83
Male,Btech,CSE,7.67
Male,Btech,CSE,6.48
Male,Btech,ECE,6.85
Male,Btech,CSE,8.0
Male,Btech,CND,5.47
Male,Btech,CSE,6.37
Female,Btech,CSE,4.83
Male,Btech,ECE,5.53
Male,MS,CND,8.02
Male,Btech,CND,6.96
Male,Btech,ECE,5.38
Female,Btech,CSE,5.46
Female,MS,ECE,6.91
Female,Btech,ECE,7.13
Male,Btech,CSE,6.55
Male,Btech,CHD,4.79
Male,Btech,CSE,7.05
